epoch,train loss,val loss,swa
0.0,0.45572397400592934,0.4541023693794061,n
19.0,0.33112631460715986,0.36017620957587376,y
39.0,0.20430723634259454,0.35278848199476553,y
59.0,0.12084121662994911,0.3368768028648103,y
79.0,0.08242447540677827,0.3323162012520572,y
99.0,0.05985409679083989,0.3353420279242776,y
119.0,0.0387973193464608,0.33570019699653647,y
139.0,0.031091553486626722,0.32946707755737725,y
159.0,0.028737832348922205,0.3299234366613971,y
179.0,0.028937042787157256,0.3282472144802083,y
199.0,0.024491507637089696,0.3280427065105806,y
219.0,0.023027112771724832,0.3310767742227917,y
239.0,0.02098088449445264,0.3297919862526507,y
259.0,0.019861023179415998,0.32797425246435746,y
279.0,0.020772284474866145,0.33349761325794147,y
299.0,0.016585290637509575,0.3293140893468515,y
