epoch,train loss,val loss,swa
0.0,0.4585385270204963,0.4620193289002768,n
19.0,0.267359615809747,0.31736862068333904,y
39.0,0.185757730563687,0.3001239930302644,y
59.0,0.1298894562873216,0.29172868144085257,y
79.0,0.09728939198502994,0.2899113125052334,y
99.0,0.0770071719249295,0.2850742123343728,y
119.0,0.06198038477819608,0.2925343812332994,y
139.0,0.05182556136736677,0.2884498959402079,y
159.0,0.04786984320861527,0.283786462686607,y
179.0,0.043038048690809044,0.28035085293215495,y
199.0,0.03908245323240295,0.2840007599391885,y
