epoch,train loss,val loss,swa
0.0,0.4617624425427826,0.46273606178189114,n
19.0,0.24652404301908665,0.28478196731283645,y
39.0,0.1621160519529893,0.27412023196207264,y
59.0,0.11097676661128794,0.26431542322983753,y
79.0,0.08023495762071212,0.26735056398985474,y
99.0,0.06130198493820764,0.2600567229194746,y
119.0,0.04867211858472591,0.259332862438906,y
139.0,0.041025684234069486,0.26059707367058954,y
159.0,0.03681734614189803,0.26489985186206405,y
179.0,0.03378949153838343,0.2602394027815049,y
199.0,0.030918008025372205,0.266170885937273,y
219.0,0.029612691515028704,0.2593814160869798,y
239.0,0.028192658397256404,0.26512673505410017,y
