epoch,train loss,val loss,swa
0.0,0.45721346581652017,0.4579614236663524,n
19.0,0.2520043798990391,0.3023087331414551,y
39.0,0.1623021542142482,0.27287499208424043,y
59.0,0.11054896042701172,0.2773431332643367,y
79.0,0.081296589118947,0.2673590928726617,y
99.0,0.06279990225978985,0.2695079332540843,y
119.0,0.052427717526589375,0.2687047247059089,y
139.0,0.0430279974483778,0.26894330420113133,y
159.0,0.03807644595856586,0.26800226147181405,y
179.0,0.03355720971050611,0.26839199046458095,y
199.0,0.030196090128371652,0.26648772091248146,y
219.0,0.02863483706740255,0.26892859187007934,y
239.0,0.028119948908034296,0.2621035224478435,y
259.0,0.02721213669827871,0.26648060152353337,y
