epoch,train loss,val loss,swa
0.0,0.45289594136296596,0.453139065382566,n
19.0,0.24490326971616685,0.29415237870754946,y
39.0,0.1615193404878607,0.28043318156040076,y
59.0,0.11147885532891808,0.2677771010674721,y
79.0,0.08340702830800346,0.264575795693831,y
99.0,0.0639138000739352,0.26378920551173946,y
119.0,0.052631433937649824,0.26405355490272037,y
139.0,0.04444240923999179,0.26542724426784464,y
159.0,0.03920752791845741,0.2611504579706954,y
179.0,0.034786485294733764,0.25980193293127474,y
199.0,0.031706635784396295,0.2590824267095771,y
219.0,0.0301522751211052,0.2556216079669879,y
239.0,0.027819523702071997,0.2568065410803172,y
259.0,0.027132337850015956,0.2580255486748435,y
279.0,0.02569201874125012,0.2574090681785394,y
299.0,0.02478874132273363,0.25919161585080064,y
