epoch,train loss,val loss,swa
0.0,0.4540359284786552,0.4537554670628109,n
19.0,0.23956409658657524,0.2917267553734057,y
39.0,0.1658746950053544,0.28232668976481623,y
59.0,0.1179195834784128,0.2750760655101009,y
79.0,0.08570698350513857,0.2767302477655332,y
99.0,0.06433109347880277,0.27477811125027574,y
119.0,0.053514014191152474,0.2730292094968896,y
139.0,0.04584764567213772,0.2740057463816703,y
159.0,0.0399816680554479,0.2731764254162791,y
179.0,0.035100597794489055,0.274148597533381,y
199.0,0.03295418197884308,0.27307254322304214,y
219.0,0.03148743593458552,0.2737200381670445,y
239.0,0.02868026271025833,0.2690695691699824,y
259.0,0.02733400830808322,0.2651392057250682,y
279.0,0.0262899028354988,0.26700747571372463,y
299.0,0.025615890081156455,0.270274386589849,y
