epoch,train loss,val loss,swa
0.0,0.45528159285413805,0.4635908219439924,n
19.0,0.2870710718220678,0.3740525669302822,y
39.0,0.20050242132154003,0.3429867656434535,y
59.0,0.13435196855972553,0.3347440711722886,y
79.0,0.09178263575866305,0.3312993604617999,y
99.0,0.06306977847526814,0.32458403846120704,y
119.0,0.04588432455884999,0.3241561601969821,y
139.0,0.03613661877040205,0.32484617574812624,y
159.0,0.032108865935226966,0.3268509531809279,y
179.0,0.02598613397828464,0.3281631578098644,y
199.0,0.024780535697937013,0.3214062360364215,y
219.0,0.022502411439501005,0.3271958667056291,y
