epoch,train loss,val loss,swa
0.0,0.4568290327188477,0.45803988866569584,n
19.0,0.24051767879317829,0.29367145493667646,y
39.0,0.15783967366307297,0.28352594638330547,y
59.0,0.1098087494082487,0.2798447293683517,y
79.0,0.08392240502438325,0.2680605232879807,y
99.0,0.06660778533993385,0.2685436575209142,y
119.0,0.05494954695297388,0.26707769721007546,y
139.0,0.047177369926486815,0.2614165505101858,y
159.0,0.042177844404927785,0.25765469645665695,y
179.0,0.03671995119585159,0.25844049420895326,y
199.0,0.033550289809334125,0.2597399421303069,y
219.0,0.032053978709333276,0.2656720771605647,y
239.0,0.028761111030407727,0.2573295332511923,y
259.0,0.027548661074253872,0.2576297554431211,y
279.0,0.026449588723711767,0.2575713034832116,y
299.0,0.02566876861656394,0.26657673018694583,y
