epoch,train loss,val loss,swa
0.0,0.45435982880963693,0.4549413683000675,n
19.0,0.27996434054647457,0.30657931727154525,y
39.0,0.20233589283439063,0.282415308242987,y
59.0,0.1442043473603888,0.2712407470077851,y
79.0,0.10409615407065635,0.26294400770802145,y
99.0,0.07620074784320277,0.2611545754529885,y
119.0,0.058890536232375834,0.2579466439475698,y
139.0,0.049213178337729445,0.2546660831151915,y
159.0,0.0409303691615572,0.2545559534356614,y
179.0,0.0351916041602602,0.2566457546775334,y
199.0,0.03193179306944512,0.25413259264523,y
219.0,0.02979887162382072,0.25492658135647944,y
239.0,0.027800738400709703,0.2543351761894121,y
259.0,0.026353522447123353,0.25587140988384066,y
279.0,0.02551631299813479,0.2577868322367182,y
