epoch,train loss,val loss,swa
0.0,0.4551554967993954,0.4559854298583732,n
19.0,0.33139063735241564,0.3365273744935175,y
39.0,0.2800962541285751,0.3096885671300336,y
59.0,0.23909112661152687,0.3004579517795363,y
79.0,0.22837639795674036,0.29717702051167977,y
99.0,0.2154439971990868,0.2849747080448245,y
119.0,0.20102108929750429,0.2810583912636623,y
139.0,0.18806912527669306,0.27930118623843864,y
159.0,0.17865036196909143,0.28319876088912166,y
179.0,0.18450284320514504,0.27369278620097265,y
199.0,0.16428148276143695,0.2755952222944948,y
219.0,0.15081564078735205,0.27332003221695744,y
239.0,0.14070268802031577,0.2701032421148841,y
259.0,0.13097734655863988,0.2675240473313765,y
279.0,0.1276149245314069,0.26098332063554075,y
299.0,0.1205286377467097,0.2676145130609349,y
